dyad,ccode1,ccode2,statea,stateb,statei,statej,daysign,monthsign,yearsign,dayforce,monthforce,yearforce,censor,month_count,maxhurdles,maxpolconv,maxchecks,minpolity,minratio,min_laworder,ln_mingdp,min_govexp,comlang,comcol,atopally,s2un,log_gapgdppc,maxcomlaw,fdi_host,fdi_home,coldwar,maxexecleft,BIT_Status,_st,_d,_t,_t0
710349,710,349,CHN,SLV,China,Slovenia,13,9,1993,1,1,1995,1,16,1,.77999997,7,-7,.61000001,,17.13113,15.53126,0,0,0,.5625,9.3923082,0,4.2920451,.0098553998,0,1,In Force,1,1,16,0
710360,710,360,CHN,ROM,China,Romania,16,4,1983,1,9,1984,1,12,2,0,1,-8,.76999998,,18.91494,,0,0,0,.94594592,8.7820978,0,.29112941,,1,1,In Force,1,1,12,0
710366,710,366,CHN,EST,China,Estonia,2,9,1993,1,6,1994,1,9,1,.56,3,-7,.38,,16.173651,15.53126,0,0,0,.66666669,8.578021,0,4.2920451,.054869801,0,1,In Force,1,1,9,0
710367,710,367,CHN,LAT,China,Latvia,15,4,2004,1,2,2006,1,22,1,.76999998,5,-7,.81999999,4,17.063589,14.51069,0,0,,.39622641,8.8497047,0,3.130903,.79763812,0,1,In Force,1,1,22,0
710368,710,368,CHN,LIT,China,Lithuania,8,11,1993,1,6,1994,1,7,1,.73000002,2,-7,.25,,17.202141,15.52977,0,0,0,.61290318,8.7387772,0,4.2920451,,0,1,In Force,1,1,7,0
710369,710,369,CHN,UKR,China,Ukraine,31,10,1992,29,5,1993,1,7,1,0,3,-7,.81,,21.288361,15.61164,0,0,0,.84615391,,0,.25467849,.80022508,0,1,In Force,1,1,7,0
710411,710,411,CHN,EQG,China,Equatorial Guinea,20,10,2005,,,,0,26,1,0,1,-7,.67000002,,15.98364,2.736089,0,0,,0,9.2757235,0,3.1443701,,0,1,Not in Force,1,0,26,0
710434,710,434,CHN,BEN,China,Benin,18,2,2004,,,,0,46,1,.76999998,3,-7,.27000001,,16.03681,13.60022,0,0,,1,7.9942541,0,1.608403,.28391349,0,1,Not in Force,1,0,46,0
710438,710,438,CHN,GUI,China,Guinea,18,4,2005,,,,0,26,1,.28,1,-7,.33000001,3,15.8904,6.9873691,0,0,,1,8.2599297,0,3.2240679,.53246492,0,1,Not in Force,1,0,26,0
710500,710,500,CHN,UGA,China,Uganda,27,5,2004,,,,0,43,1,.67000002,1,-7,.38,4,17.00425,13.91531,0,0,,1,8.101078,1,3.5019491,.28391349,0,1,Not in Force,1,0,43,0
710565,710,565,CHN,NAM,China,Namibia,17,11,2005,,,,0,26,2,.69999999,1,-7,.36000001,5,15.99467,14.5211,0,0,,1,5.9353352,1,4.7924209,.53246492,0,1,Not in Force,1,0,26,0
710580,710,580,CHN,MAG,China,Madagascar,21,11,2005,1,6,2007,1,20,2,.34999999,2,-7,.67000002,3,16.424271,6.0989261,0,0,,.95833331,8.2925768,0,1.707222,.53246492,0,1,In Force,1,1,20,0
710591,710,591,CHN,SEY,China,Seychelles,10,2,2007,,,,0,10,1,0,1,,.5,,14.64215,13.67669,0,0,,1,9.9417229,0,2.4137011,2.5349209,0,1,Not in Force,1,0,10,0
710616,710,616,CHN,TUN,China,Tunisia,21,6,2004,,,,0,42,1,0,1,-7,.66000003,4,17.770321,14.51069,0,0,,1,6.9801931,0,3.130903,.0147656,0,1,Not in Force,1,0,42,0
710701,710,701,CHN,TKM,China,Turkmenistan,21,11,1992,4,6,1994,1,19,1,0,1,-9,.81,,21.288361,,0,0,0,1,,0,,.80022508,0,1,In Force,1,1,19,0
710704,710,704,CHN,UZB,China,Uzbekistan,13,3,1992,12,4,1994,1,25,1,0,1,-9,.81,,17.33115,15.61164,0,0,0,,4.130342,0,2.202122,,0,1,In Force,1,1,25,0
710712,710,712,CHN,MON,China,Mongolia,25,8,1991,1,11,1993,1,27,1,.2,3,-7,.85000002,3,15.50815,15.4319,0,0,0,1,6.9502778,0,1.029513,,0,1,In Force,1,1,27,0
710731,710,731,CHN,PRK,China,North Korea,22,3,2005,,,,0,33,1,0,1,-9,.52999997,5,22.539061,,1,0,,.96666658,,0,.38553631,.53246492,0,1,Not in Force,1,0,33,0
710750,710,750,CHN,IND,China,India,21,11,2006,1,8,2007,1,10,2,.74000001,17,-7,.79000002,4,21.840891,10.20897,0,0,,.94366199,7.819839,1,2.2304471,.76118642,0,1,In Force,1,1,10,0
710935,710,935,CHN,VAN,China,Vanuatu,7,4,2006,,,,0,20,1,0,4,,0,,13.97919,14.21192,0,0,,.87234038,5.9547729,1,2.6157689,.1763013,0,1,Not in Force,1,0,20,0
712290,712,290,MON,POL,Mongolia,Poland,8,11,1995,26,3,1996,1,5,2,.69999999,4,9,.5,4,15.33224,13.14497,0,0,0,.7735849,8.8522701,0,.68917882,.0302024,0,0,In Force,1,1,5,0
712344,712,344,MON,CRO,Mongolia,Croatia,8,8,2006,,,,0,16,1,.76999998,4,9,.75999999,4,15.90713,11.44776,0,0,,.69491518,9.3956003,0,5.9947691,.53249627,0,0,Not in Force,1,0,16,0
712360,712,360,MON,ROM,Mongolia,Romania,6,11,1995,15,8,1996,1,9,2,.76999998,7,5,.5,4,15.33224,13.14497,0,0,0,.80392158,8.3574524,0,.68917882,.0055980999,0,0,In Force,1,1,9,0
712731,712,731,MON,PRK,Mongolia,North Korea,10,11,2003,,,,0,49,1,.68000001,3,-9,.56,4,15.63076,,0,0,,.96296299,,0,1.431726,,0,1,Not in Force,1,0,49,0
713433,713,433,TAW,SEN,Taiwan,Senegal,24,10,1997,,,,0,122,1,.75,4,-1,.73000002,3,16.186211,,0,0,0,,9.8703508,0,3.784107,1.747821,0,1,Not in Force,1,0,122,0
713475,713,475,TAW,NIG,Taiwan,Nigeria,7,4,1994,7,4,1994,1,0,2,.73000002,1,-7,.5,3,18.58069,,0,0,0,,9.707345,1,8.0883484,1.046536,0,0,In Force,0,,,
713553,713,553,TAW,MAW,Taiwan,Malawi,22,4,1995,,,,0,152,1,.75,4,6,1,4,15.56106,,0,0,0,,9.7939157,1,.29920861,1.089334,0,0,Not in Force,1,0,152,0
713572,713,572,TAW,SWA,Taiwan,Swaziland,3,3,1998,,,,0,117,1,.75,3,-9,.69,,15.03751,,0,0,0,,9.8066187,1,9.7767277,1.389143,0,0,Not in Force,1,0,117,0
713750,713,750,TAW,IND,Taiwan,India,17,10,2002,28,11,2002,1,1,2,.75999999,5,9,.61000001,4,20.121189,,0,0,0,,10.0174,1,1.114905,1.641379,0,0,In Force,1,1,1,0
713800,713,800,TAW,THI,Taiwan,Thailand,30,4,1996,30,4,1996,1,0,2,.77999997,5,8,.80000001,5,19.75465,,0,0,0,,9.4800053,1,1.2849849,1.328212,0,0,In Force,0,,,
713816,713,816,TAW,DRV,Taiwan,Vietnam,21,4,1993,23,4,1993,1,0,1,.73000002,1,-7,.41999999,4,18.205139,,0,0,0,,9.6373386,0,7.0275912,1.1305389,0,1,In Force,0,,,
713820,713,820,TAW,MAL,Taiwan,Malaysia,18,2,1993,18,3,1993,1,1,2,.73000002,4,4,.80000001,4,18.77494,,0,0,0,,9.1147547,1,8.2646408,1.1305389,0,0,In Force,1,1,1,0
713830,713,830,TAW,SIN,Taiwan,Singapore,9,4,1990,9,4,1990,1,0,1,.70999998,2,-2,1,5,18.06436,,1,0,0,,9.1401815,1,.80733639,5.5114102,0,0,In Force,0,,,
713840,713,840,TAW,PHI,Taiwan,Philippines,28,2,1992,28,2,1992,1,0,3,.70999998,2,7,.75,2,18.737829,,0,0,0,,9.5111713,0,1.4648041,.89950079,0,0,In Force,0,,,
731343,731,343,PRK,MAC,North Korea,Macedonia,15,12,1997,30,4,1998,1,4,1,0,2,-9,0,,16.260189,,0,0,0,.39393941,,0,2.977586,.0019884,0,1,In Force,1,1,4,0
731360,731,360,PRK,ROM,North Korea,Romania,23,1,1998,31,3,2001,1,38,2,.73000002,8,-9,.33000001,5,18.711531,,0,0,0,.48571429,,0,.2984381,-.021369901,0,1,In Force,1,1,38,0
731370,731,370,PRK,BLR,North Korea,Belarus,24,8,2006,,,,0,16,1,0,3,-9,.55000001,4,18.4035,,0,0,,.90163928,,0,-.76007712,.0081181005,0,1,Not in Force,1,0,16,0
731652,731,652,PRK,SYR,North Korea,Syria,14,4,2006,,,,0,19,1,.73000002,1,-9,.55000001,5,18.165239,,0,0,,.96875,,0,-.76007712,-.034931298,0,1,Not in Force,1,0,19,0
732042,732,42,ROK,DOM,South Korea,Dominican Republic,30,6,2006,,,,0,18,2,.74000001,5,8,.38,,18.211241,7.167933,0,0,,.75862068,9.6253271,0,3.0414741,.8538906,0,0,Not in Force,1,0,18,0
732091,732,91,ROK,HON,South Korea,Honduras,24,10,2000,19,7,2001,1,9,1,.75999999,4,7,.5,,16.76581,11.95236,0,0,0,.89473683,9.6753483,0,5.310163,.93720257,0,0,In Force,1,1,9,0
732110,732,110,ROK,GUY,South Korea,Guyana,31,7,2006,20,8,2006,1,1,1,.74000001,3,6,.60000002,,14.86145,14.51462,0,0,,.77049178,9.9120932,1,11.19665,.8538906,0,1,In Force,1,1,1,0
732290,732,290,ROK,POL,South Korea,Poland,1,11,1989,2,2,1990,1,3,2,.67000002,4,5,.25,2,19.62718,,0,0,0,,7.2989368,0,.0132382,.24881279,1,1,In Force,1,1,3,0
732310,732,310,ROK,HUN,South Korea,Hungary,28,12,1989,1,2,1990,1,1,1,.67000002,4,4,.63999999,2,18.663151,10.31592,0,0,0,,7.5889978,0,.30685851,,1,1,In Force,1,1,1,0
732316,732,316,ROK,CZR,South Korea,Czech Republic,27,4,1992,16,3,1995,1,35,2,.87,4,6,.82999998,5,18.768511,12.04615,0,0,0,,6.761631,0,.1649476,.0677834,0,0,In Force,1,1,35,0
732317,732,317,ROK,SLO,South Korea,Slovakia,27,5,1992,7,2,1995,1,35,1,.75999999,4,6,.82999998,5,17.65044,12.04615,0,0,0,,8.3268127,0,,.3377502,0,0,In Force,1,1,35,0
732339,732,339,ROK,ALB,South Korea,Albania,15,12,2003,18,5,2004,1,1,1,.75,4,7,.83999997,,16.371481,10.07897,0,0,,1,9.7432518,0,3.1256249,.53210813,0,1,In Force,1,1,1,0
732344,732,344,ROK,CRO,South Korea,Croatia,19,7,2005,31,5,2006,1,10,1,.76999998,4,8,.72000003,,17.96559,13.87012,0,0,,.95999998,9.0708046,0,4.1080279,.50867271,0,0,In Force,1,1,10,0
732355,732,355,ROK,BUL,South Korea,Bulgaria,12,6,2006,16,11,2006,1,5,1,.76999998,4,8,.85000002,,18.09989,14.51462,0,0,,1,9.5499945,0,24.65184,.8538906,0,0,In Force,1,1,5,0
732360,732,360,ROK,ROM,South Korea,Romania,7,8,1990,13,12,1994,1,52,2,.47999999,4,5,.75999999,2,18.877569,11.81295,0,0,0,,8.4187107,0,.000026,.3824333,0,0,In Force,1,1,52,0
732365,732,365,ROK,RUS,South Korea,Russia,14,12,1990,10,7,1991,1,7,2,.47999999,4,0,0,2,20.01053,11.81295,0,0,0,,7.399045,0,.2760953,,0,1,In Force,1,1,7,0
732367,732,367,ROK,LAT,South Korea,Latvia,23,10,1996,26,1,1997,1,3,1,.77999997,4,6,.63,,16.585079,11.62259,0,0,0,1,9.2469912,0,6.7178631,.80336118,0,0,In Force,1,1,3,0
732368,732,368,ROK,LIT,South Korea,Lithuania,24,9,1993,9,11,1993,1,2,1,.75,4,6,.25,,17.202141,11.83904,0,0,0,.94285709,8.6101456,0,.46750861,.35495499,0,1,In Force,1,1,2,0
732369,732,369,ROK,UKR,South Korea,Ukraine,16,12,1996,3,11,1997,1,11,1,.75,6,6,.41,,19.03149,11.62259,0,0,0,.92000002,9.4903879,0,1.16924,.80336118,0,0,In Force,1,1,11,0
732370,732,370,ROK,BLR,South Korea,Belarus,22,4,1997,9,8,1997,1,4,1,.75999999,4,-7,.52999997,,17.756821,11.55461,0,0,0,.86666667,9.4321594,0,2.4940231,.82670939,0,0,In Force,1,1,4,0
732373,732,373,ROK,AZE,South Korea,Azerbaijan,23,4,2007,,,,0,8,1,.74000001,2,-7,.61000001,,17.985229,10.36526,0,0,,.66666669,9.7464437,0,-14.36902,1.488726,0,0,Not in Force,1,0,8,0
732433,732,433,ROK,SEN,South Korea,Senegal,12,7,1984,2,9,1985,1,14,1,.40000001,1,-5,.5,,15.81323,11.12248,0,0,0,,8.6556721,0,1.143049,.0536176,1,1,In Force,1,1,14,0
732435,732,435,ROK,MAA,South Korea,Mauritania,15,12,2004,21,7,2006,1,19,2,.75,4,-6,.28999999,,15.10883,13.31826,0,0,,.37931031,9.9386063,0,26.34569,.65916342,0,0,In Force,1,1,19,0
732439,732,439,ROK,BFO,South Korea,Burkina Faso,26,10,2004,,,,0,38,2,.75,4,0,.17,,16.27902,13.31826,0,0,,.65957439,9.9598761,0,.28531229,.65916342,0,0,Not in Force,1,0,38,0
732475,732,475,ROK,NIG,South Korea,Nigeria,27,3,1998,1,2,1999,1,11,2,.75999999,4,-1,.67000002,3,18.73559,,0,0,0,.79487181,9.5826912,1,3.621809,1.3161581,0,0,In Force,1,1,11,0
732484,732,484,ROK,CON,South Korea,Congo,8,11,2006,,,,0,14,1,.74000001,3,-4,.63,,15.9095,13.92915,0,0,,.70491803,9.9840345,0,25.935381,.8538906,0,1,Not in Force,1,0,14,0
732490,732,490,ROK,DRC,South Korea,Congo DR,17,3,2005,,,,0,33,2,.74000001,2,4,.44999999,,16.397591,8.2913198,0,0,,.5714286,10.02527,0,,.50867271,0,0,Not in Force,1,0,33,0
732510,732,510,ROK,TAZ,South Korea,Tanzania,18,12,1998,,,,0,108,1,.75999999,4,-1,.80000001,4,16.94014,7.7999668,0,0,0,.8888889,9.613431,1,1.77918,1.3161581,0,1,Not in Force,1,0,108,0
732600,732,600,ROK,MOR,South Korea,Morocco,27,1,1999,8,5,2001,1,28,2,.88999999,4,-6,.41,4,18.079439,12.30853,0,0,0,.89473683,9.6137152,0,3.4326129,.90408772,0,0,In Force,1,1,28,0
732615,732,615,ROK,ALG,South Korea,Algeria,12,10,1999,30,9,2001,1,23,3,.75999999,4,-3,.33000001,2,18.805441,12.30853,0,0,0,.89999998,9.4438562,0,.59970391,.90408772,0,0,In Force,1,1,23,0
732616,732,616,ROK,TUN,South Korea,Tunisia,23,5,1975,28,12,1975,1,6,1,.33000001,3,-9,.5,,16.553249,11.21306,0,0,0,,7.1770382,0,1.039501,.017881099,1,1,In Force,1,1,6,0
732620,732,620,ROK,LIB,South Korea,Libya,21,9,2006,,,,0,16,1,.74000001,2,-7,.63,,18.551041,10.7,0,0,,.63934427,8.4256067,0,3.654901,.8538906,0,1,Not in Force,1,0,16,0
732660,732,660,ROK,LEB,South Korea,Lebanon,5,5,2006,21,12,2006,1,7,1,.74000001,2,7,.77999997,,17.487,14.51462,0,0,,.67272729,9.522316,0,14.17056,.8538906,0,0,In Force,1,1,7,0
732663,732,663,ROK,JOR,South Korea,Jordan,24,7,2004,25,12,2004,1,5,2,.75,4,-2,.87,,16.923519,13.31826,0,0,,.63265312,9.7795153,0,8.2093468,.65916342,0,0,In Force,1,1,5,0
732702,732,702,ROK,TAJ,South Korea,Tajikistan,14,7,1995,13,8,1995,1,1,1,.75,4,-6,.5,,15.52131,11.20431,0,0,0,1,9.60431,0,.81248093,.65890789,0,1,In Force,1,1,1,0
732703,732,703,ROK,KYR,South Korea,Kyrgyzstan,19,11,2007,,,,0,1,1,.74000001,2,3,.79000002,,16.19059,14.69336,0,0,,.61538458,10.04438,0,5.4726138,1.488726,0,0,Not in Force,1,0,1,0
732704,732,704,ROK,UZB,South Korea,Uzbekistan,17,6,1992,20,11,1992,1,5,1,.75999999,4,-9,.82999998,,17.33115,12.04615,0,0,0,,9.3330755,0,.065396801,.3377502,0,1,In Force,1,1,5,0
732705,732,705,ROK,KZK,South Korea,Kazakhstan,20,3,1996,26,12,1996,1,9,2,.75,4,-4,.5,,18.12785,11.62259,0,0,0,1,9.4012346,0,5.404614,.80336118,0,0,In Force,1,1,9,0
732710,732,710,ROK,CHN,South Korea,China,7,9,1992,1,12,1992,1,2,1,.75999999,4,-7,.81,4,20.150299,12.04615,0,0,0,.875,9.338563,0,2.202122,.3377502,0,1,In Force,1,1,2,0
732712,732,712,ROK,MON,South Korea,Mongolia,28,3,1991,30,4,1991,1,1,1,.47999999,4,2,.83999997,2,15.50815,11.6382,0,0,0,1,9.2170496,0,.8140853,.46334869,0,1,In Force,1,1,1,0
732770,732,770,ROK,PAK,South Korea,Pakistan,25,5,1988,15,4,1990,1,23,1,.41999999,4,6,0,2,19.122761,10.75322,0,0,0,,8.94384,1,.25724831,.32900661,1,0,In Force,1,1,23,0
732800,732,800,ROK,THI,South Korea,Thailand,24,3,1989,30,9,1989,1,6,2,.77999997,6,3,.85000002,2,19.179899,9.5206661,0,0,0,,8.7570705,1,2.5425229,.24881279,1,0,In Force,1,1,6,0
732812,732,812,ROK,LAO,South Korea,Laos,15,5,1996,14,6,1996,1,1,1,.75,4,-7,.82999998,,15.73704,,0,0,0,.85365862,9.6470709,0,7.1600008,.80336118,0,1,In Force,1,1,1,0
732816,732,816,ROK,DRV,South Korea,Vietnam,15,9,1993,5,6,1993,1,4,1,.75,4,-7,.41999999,4,18.205139,7.3286371,0,0,0,.84615391,9.4230528,0,7.0275912,.35495499,0,1,In Force,1,1,4,0
732820,732,820,ROK,MAL,South Korea,Malaysia,11,4,1988,31,3,1989,1,11,2,.69999999,4,4,.75,2,18.278931,10.75322,0,0,0,,8.3745022,1,1.996788,.32900661,1,0,In Force,1,1,11,0
732840,732,840,ROK,PHI,South Korea,Philippines,7,4,1994,25,9,1996,1,29,3,.75,4,6,.75,4,18.816151,10.79642,0,0,0,.95833331,9.4402456,0,2.4826579,.5575459,0,0,In Force,1,1,29,0
740365,740,365,JPN,RUS,Japan,Russia,13,11,1998,27,5,2000,1,18,2,.75999999,5,4,.60000002,4,20.83354,15.90673,0,0,0,.79487181,10.03009,0,1.019091,.62623572,0,0,In Force,1,1,18,0
740640,740,640,JPN,TUR,Japan,Turkey,12,2,1992,12,3,1993,1,13,2,.75999999,3,9,.40000001,4,19.8431,12.92502,0,0,0,.90909088,10.01487,0,.39464569,.45935401,0,0,In Force,1,1,13,0
740651,740,651,JPN,EGY,Japan,Egypt,28,11,1977,14,11,1978,1,12,2,.75999999,4,-6,.56999999,,17.89105,14.07145,0,0,0,.91549301,9.7241106,0,.50857413,.2388556,1,0,In Force,1,1,12,0
740710,740,710,JPN,CHN,Japan,China,27,8,1988,14,5,1989,1,9,2,.75,3,-7,1,3,21.01058,13.10527,0,0,1,.75384623,10.11523,0,.77246767,1.205912,1,1,In Force,1,1,9,0
740712,740,712,JPN,MON,Japan,Mongolia,15,2,2001,24,3,2002,1,13,2,.75999999,3,10,.82999998,4,15.58436,16.40794,0,0,0,.75510198,10.2685,0,3.678535,.93598771,0,0,In Force,1,1,13,0
740732,740,732,JPN,ROK,Japan,South Korea,22,3,2002,1,1,2003,1,10,2,.76999998,4,8,.75,,20.70907,12.61975,0,0,0,1,9.2283173,0,.59010309,.82383507,0,0,In Force,1,1,10,0
740770,740,770,JPN,PAK,Japan,Pakistan,10,3,1998,29,5,2002,1,50,2,.75999999,4,7,0,3,19.384581,11.26411,0,0,0,.75609761,10.25568,1,.63806909,.62623572,0,0,In Force,1,1,50,0
740771,740,771,JPN,BNG,Japan,Bangladesh,10,11,1998,25,8,1999,1,9,2,.75999999,4,6,.80000001,3,18.61791,4.7293749,0,0,0,.90476191,10.28532,1,1.3507659,.62623572,0,0,In Force,1,1,9,0
740780,740,780,JPN,SRI,Japan,Sri Lanka,1,1,1982,7,8,1982,1,5,2,.75,3,5,.56999999,,17.00556,8.3052864,0,0,0,.55555558,9.8925009,1,1.312677,.41886121,1,0,In Force,1,1,5,0
740811,740,811,JPN,CAM,Japan,Cambodia,14,6,2007,,,,0,6,2,.75,3,2,.56,,17.02249,3.364233,0,0,,.69491518,10.38658,0,10.03977,1.679039,0,1,Not in Force,1,0,6,0
740816,740,816,JPN,DRV,Japan,Vietnam,14,11,2003,19,12,2004,1,13,2,.76999998,3,-7,.80000001,4,18.88785,6.320065,0,0,1,.63265312,10.28755,0,3.666012,.68098187,0,1,In Force,1,1,13,0
740830,740,830,JPN,SIN,Japan,Singapore,13,1,2002,30,12,2002,1,10,2,.76999998,3,-2,.75,5,18.83942,12.28009,0,0,0,.82978731,8.5652151,1,.2358176,2.636441,0,0,In Force,1,1,10,0
750052,750,52,IND,TRI,India,Trinidad and Tobago,12,3,2007,7,10,2007,1,7,2,.74000001,17,9,.69999999,3,17.292959,10.1431,1,1,,.9375,10.05443,1,2.1885951,4.6000000e-06,0,1,In Force,1,1,7,0
750290,750,290,IND,POL,India,Poland,7,10,1996,31,12,1997,1,14,2,.75999999,4,9,.11,4,19.711651,10.67766,0,0,0,.40000001,8.9635191,1,.64881861,.033826001,0,1,In Force,1,1,14,0
750310,750,310,IND,HUN,India,Hungary,3,11,2003,2,1,2006,1,27,2,.74000001,5,9,.76999998,4,18.85005,10.48942,0,0,,.4693878,9.4892139,1,.73073572,1.949568,0,1,In Force,1,1,27,0
750316,750,316,IND,CZR,India,Czech Republic,8,7,1996,24,3,1998,1,16,2,.75999999,6,9,.11,4,18.934311,10.67766,0,0,0,.34693879,9.5892982,1,.64881861,.2465414,0,1,In Force,1,1,16,0
750317,750,317,IND,SLO,India,Slovakia,25,9,2006,27,9,2007,1,12,2,.77999997,17,9,.81,4,18.37431,10.20897,0,0,,.43859649,9.6017532,1,2.2304471,.91516173,0,1,In Force,1,1,12,0
750344,750,344,IND,CRO,India,Croatia,4,5,2001,19,1,2002,1,8,2,.74000001,5,8,.63,4,17.6187,12.36472,0,0,0,.5,9.010088,1,1.1341619,.82060182,0,1,In Force,1,1,8,0
750346,750,346,IND,BOS,India,Bosnia,12,9,2006,,,,0,16,2,.74000001,17,,.72000003,,16.998289,10.20897,0,0,,.4230769,7.863008,1,2.2304471,.0326395,0,1,Not in Force,1,0,16,0
750355,750,355,IND,BUL,India,Bulgaria,29,10,1998,23,9,1999,1,11,2,.75,18,8,.33000001,4,17.65589,12.30802,0,0,0,.5,8.3315315,1,.61913067,.00078509998,0,1,In Force,1,1,11,0
750360,750,360,IND,ROM,India,Romania,17,11,1997,9,12,1999,1,25,2,.74000001,18,8,.36000001,4,18.73704,11.39817,0,0,0,.4222222,8.4010668,1,.85642117,-.0253284,0,1,In Force,1,1,25,0
750365,750,365,IND,RUS,India,Russia,23,12,1994,5,8,1996,1,20,2,.75999999,5,4,.62,3,20.967581,10.78686,0,0,1,.53333342,8.8736429,1,.29937699,.0689779,0,1,In Force,1,1,20,0
750369,750,369,IND,UKR,India,Ukraine,1,12,2001,12,8,2003,1,20,2,.79000002,5,6,.63,4,19.15637,12.36472,0,0,0,.65957439,7.7771368,1,1.1341619,.060512099,0,0,In Force,1,1,20,0
750371,750,371,IND,ARM,India,Armenia,23,5,2003,30,5,2006,1,36,2,.74000001,5,5,.63999999,3,16.180361,10.20725,0,0,,.83999997,7.3046761,1,.73073572,.0142496,0,0,In Force,1,1,36,0
750452,750,452,IND,GHA,India,Ghana,18,8,2002,,,,0,64,2,.74000001,5,6,.36000001,2,16.753611,9.8727694,1,1,0,.89999998,6.9727759,1,.95571363,.3323203,0,0,Not in Force,1,0,64,0
750522,750,522,IND,DJI,India,Djibouti,19,5,2003,,,,0,55,2,.74000001,5,2,.5,,14.1452,11.2646,0,0,,.86440682,3.825516,1,2.266655,.3172124,0,0,Not in Force,1,0,55,0
750530,750,530,IND,ETH,India,Ethiopia,5,7,2007,,,,0,5,2,.74000001,17,1,.80000001,4,17.674561,10.1431,0,0,,.92727268,7.7861271,1,1.1561919,1.508576,0,1,Not in Force,1,0,5,0
750552,750,552,IND,ZIM,India,Zimbabwe,10,2,1999,,,,0,106,2,.73000002,16,-3,.27000001,4,15.33642,12.94772,1,1,0,.8490566,7.2849131,1,.98924023,.017645299,0,0,Not in Force,1,0,106,0
750590,750,590,IND,MAS,India,Mauritius,4,9,1998,20,6,2000,1,21,2,.74000001,18,9,.33000001,,15.87939,12.30802,1,0,0,.87755102,8.5370913,1,.61913067,.32886121,0,1,In Force,1,1,21,0
750600,750,600,IND,MOR,India,Morocco,13,2,1999,22,2,2001,1,24,2,.88999999,16,-6,.41,4,18.079439,12.94772,0,0,0,.88461542,6.5713272,1,.4781889,.044916999,0,0,In Force,1,1,24,0
750620,750,620,IND,LIB,India,Libya,26,5,2007,,,,0,7,2,.74000001,17,-7,.58999997,4,18.60022,10.1431,0,0,,.93939388,9.7304554,1,2.1885951,6.2759271,0,1,Not in Force,1,0,7,0
750625,750,625,IND,SUD,India,Sudan,22,10,2003,,,,0,50,2,.74000001,5,-6,.56999999,3,17.702311,10.77848,1,1,,.86885238,6.5930948,1,6.0782871,.3172124,0,0,Not in Force,1,0,50,0
750663,750,663,IND,JOR,India,Jordan,30,11,2006,,,,0,14,2,.74000001,17,-2,.81,4,17.01787,10.20897,0,0,,.91044778,7.388577,1,2.2304471,-.93052739,0,1,Not in Force,1,0,14,0
750670,750,670,IND,SAU,India,Saudi Arabia,25,1,2006,,,,0,23,2,.74000001,17,-10,.81,4,19.99398,10.20897,0,0,,.8888889,9.7568722,1,2.2304471,1.5134929,0,1,Not in Force,1,0,23,0
750679,750,679,IND,YEM,India,Yemen,1,10,2002,10,2,2004,1,16,2,.74000001,5,-2,.41999999,2,17.491051,11.85458,0,0,0,,4.992084,1,1.114905,.3521747,0,0,In Force,1,1,16,0
750701,750,701,IND,TKM,India,Turkmenistan,20,9,1995,27,2,2006,1,125,2,.75999999,4,-9,0,,16.50561,10.89273,0,0,0,.66666669,7.62356,1,.58254749,,0,1,In Force,1,1,125,0
750702,750,702,IND,TAJ,India,Tajikistan,13,12,1995,14,11,2003,1,95,2,.75999999,4,-6,0,,15.52131,10.89273,0,0,0,.25,6.3914599,1,.81248093,.032228298,0,1,In Force,1,1,95,0
750703,750,703,IND,KYR,India,Kyrgyzstan,16,5,1997,10,4,1998,1,11,2,.74000001,18,-3,.36000001,,15.80711,11.39817,0,0,0,.76190478,4.067636,1,4.6985898,.026741,0,1,In Force,1,1,11,0
750704,750,704,IND,UZB,India,Uzbekistan,18,5,1999,28,7,2000,1,14,2,.73000002,16,-9,.51999998,,17.386589,12.94772,0,0,0,.75,6.013207,1,.7095803,.017645299,0,1,In Force,1,1,14,0
750705,750,705,IND,KZK,India,Kazakhstan,9,12,1996,26,7,2001,1,55,2,.75999999,4,-4,.11,,18.12785,10.67766,0,0,0,.73333329,8.0562067,1,.64881861,4.7499998e-06,0,1,In Force,1,1,55,0
750712,750,712,IND,MON,India,Mongolia,3,1,2001,29,4,2002,1,15,2,.74000001,5,9,.63,4,15.58436,12.36472,0,0,0,.85185188,5.527513,1,1.1341619,,0,0,In Force,1,1,15,0
750732,750,732,IND,ROK,India,South Korea,26,2,1996,7,5,1996,1,3,2,.75999999,4,6,.11,4,20.457291,10.67766,0,0,0,.69565219,9.6327686,1,.64881861,.80336118,0,1,In Force,1,1,3,0
750800,750,800,IND,THI,India,Thailand,10,7,2000,13,7,2001,1,12,2,.76999998,6,9,.50999999,4,19.692341,11.33125,0,0,0,.85185188,8.2694721,1,.76701212,-.016149599,0,0,In Force,1,1,12,0
750812,750,812,IND,LAO,India,Laos,9,11,2000,5,1,2003,1,26,2,.73000002,5,-7,.50999999,,15.8642,6.6937418,0,0,0,.89090908,6.0437121,1,2.0564959,.1099741,0,1,In Force,1,1,26,0
750816,750,816,IND,DRV,India,Vietnam,8,3,1997,1,12,1999,1,33,2,.74000001,18,-7,.36000001,4,18.53916,8.1307812,0,0,0,1,5.0057669,1,9.6384153,.026741,0,1,In Force,1,1,33,0
